source	source_desc	source_id	target	target_desc	target_id	weight
ARHGEF5	Q12774	7984				1.0
FOXO1	Q12778	2308				1.0
KCNMA1	Q12791	3778				1.0
HYAL1	Q12794	3373				1.0
AKAP13	Q12802	11214				1.0
KCNH2	Q12809	3757				1.0
SMARCB1	Q12824	6598				1.0
CDC20	Q12834	991				1.0
POU4F2	Q12837	5458				1.0
STX4	Q12846	6810				1.0
FAP	Q12884	2191				1.0
TP53BP1	Q12888	7158				1.0
HYAL2	Q12891	8692				1.0
PTPRJ	Q12913	5795				1.0
EPS8	Q12929	2059				1.0
TRAF2	Q12933	7186				1.0
FOXF1	Q12946	2294				1.0
FOXC1	Q12948	2296				1.0
ANK3	Q12955	288				1.0
DLG1	Q12959	1739				1.0
BNIP3	Q12983	664				1.0
TIAM1	Q13009	7074				1.0
AKAP6	Q13023	9472				1.0
STK4	Q13043	6789				1.0
TRIM32	Q13049	22954				1.0
TRDN	Q13061	10345				1.0
TRAF3	Q13114	7187				1.0
REST	Q13127	5978				1.0
PRKAA1	Q13131	5562				1.0
NR1H3	Q13133	10062				1.0
EIF2B5	Q13144	8893				1.0
PAK1	Q13153	5058				1.0
FADD	Q13158	8772				1.0
MAP2K5	Q13163	5607				1.0
MAPK7	Q13164	5598				1.0
PAK2	Q13177	5062				1.0
STK3	Q13188	6788				1.0
STX5	Q13190	6811				1.0
PSMD2	Q13200	5708				1.0
TBX2	Q13207	6909				1.0
SRSF6	Q13247	6431				1.0
NOG	Q13253	9241				1.0
MAD2L1	Q13257	4085				1.0
TRIM28	Q13263	10155				1.0
NR5A1	Q13285	2516				1.0
CLN3	Q13286	1201				1.0
ATM	Q13315	472				1.0
MTA1	Q13330	9112				1.0
PTPRS	Q13332	5802				1.0
CTBP1	Q13363	1487				1.0
MAPK8IP2	Q13387	23542				1.0
UBE2V1	Q13404	7335				1.0
ILK	Q13418	3611				1.0
ADAM9	Q13443	8754				1.0
ADAM15	Q13444	8751				1.0
FOXE3	Q13461	2301				1.0
ROCK1	Q13464	6093				1.0
FZD5	Q13467	7855				1.0
MADCAM1	Q13477	8174				1.0
SMAD4	Q13485	4089				1.0
TCIRG1	Q13488	10312				1.0
BIRC3	Q13489	330				1.0
BIRC2	Q13490	329				1.0
PICALM	Q13492	8301				1.0
SQSTM1	Q13501	8878				1.0
TRPC3	Q13507	7222				1.0
PIN1	Q13526	5300				1.0
ATR	Q13535	545				1.0
RIPK1	Q13546	8737				1.0
HDAC1	Q13547	3065				1.0
CAMK2B	Q13554	816				1.0
CAMK2G	Q13555	818				1.0
CAMK2D	Q13557	817				1.0
NEUROD1	Q13562	4760				1.0
PKD2	Q13563	5311				1.0
SNW1	Q13573	22938				1.0
SEMA5A	Q13591	9037				1.0
CUL1	Q13616	8454				1.0
CUL3	Q13618	8452				1.0
CUL4A	Q13619	8451				1.0
CUL4B	Q13620	8450				1.0
PTCH1	Q13635	5727				1.0
ALKBH1	Q13686	8846				1.0
ACVR2B	Q13705	93				1.0
RUNX3	Q13761	864				1.0
PMAIP1	Q13794	5366				1.0
SHROOM2	Q13796	357				1.0
ENPP2	Q13822	5168				1.0
DDX39B	Q13838	7919				1.0
EXOSC2	Q13868	23404				1.0
BMPR2	Q13873	659				1.0
PTK6	Q13882	5753				1.0
GTF2H2	Q13888	2966				1.0
GTF2H3	Q13889	2967				1.0
RAPGEF1	Q13905	2889				1.0
CACNA1C	Q13936	775				1.0
RUNX2	Q13950	860				1.0
RASGRF1	Q13972	5923				1.0
CAMK1	Q14012	8536				1.0
HNRNPD	Q14103	3184				1.0
LRP8	Q14114	7804				1.0
IL18	Q14116	3606				1.0
DAG1	Q14118	1605				1.0
ARHGEF7	Q14155	8874				1.0
SCRIB	Q14160	23513				1.0
IKBKE	Q14164	9641				1.0
WRN	Q14191	7486				1.0
DCTN1	Q14203	1639				1.0
DYNC1H1	Q14204	1778				1.0
CTTN	Q14247	2017				1.0
FLOT2	Q14254	2319				1.0
TRIM25	Q14258	7706				1.0
PTK2B	Q14289	2185				1.0
GAS6	Q14393	2621				1.0
BECN1	Q14457	8678				1.0
HES1	Q14469	3280				1.0
SCN5A	Q14524	6331				1.0
SEMA3A	Q14563	10371				1.0
ZNF268	Q14587	10795				1.0
IHH	Q14623	3549				1.0
ITPR1	Q14643	3708				1.0
IRF3	Q14653	3661				1.0
KCNJ11	Q14654	3767				1.0
PUM1	Q14671	9698				1.0
KANK1	Q14678	23189				1.0
NCOA6	Q14686	23054				1.0
RFTN1	Q14699	23180				1.0
MBTPS1	Q14703	8720				1.0
KCNB1	Q14721	3745				1.0
CASP8	Q14790	841				1.0
MYBPC3	Q14896	4607				1.0
GPNMB	Q14956	10457				1.0
KPNB1	Q14974	3837				1.0
NUMA1	Q14980	4926				1.0
NR1D2	Q14995	9975				1.0
PSME4	Q14997	23198				1.0
CUL7	Q14999	9820				1.0
PSMD6	Q15008	9861				1.0
TNIP1	Q15025	10318				1.0
RAB3GAP1	Q15042	22930				1.0
KARS	Q15046	3735				1.0
POLD3	Q15054	10714				1.0
KIF14	Q15058	9928				1.0
CDK5R1	Q15078	8851				1.0
AGER	Q15109	177				1.0
PDK2	Q15119	5164				1.0
PRKD1	Q15139	5587				1.0
PCM1	Q15154	5108				1.0
PTGES3	Q15185	10728				1.0
PTPRK	Q15262	5796				1.0
RNPS1	Q15287	10921				1.0
ERBB4	Q15303	2066				1.0
IRF4	Q15306	3662				1.0
ANKRD1	Q15327	27063				1.0
EPHA7	Q15375	2045				1.0
ANGPT1	Q15389	284				1.0
DHCR24	Q15392	1718				1.0
TLR1	Q15399	7096				1.0
RPS6KA1	Q15418	6195				1.0
SHH	Q15465	6469				1.0
STIL	Q15468	6491				1.0
SIX1	Q15475	6495				1.0
TAF7	Q15545	6879				1.0
TERF2	Q15554	7014				1.0
TRADD	Q15628	8717				1.0
TARBP2	Q15633	6895				1.0
MED1	Q15648	5469				1.0
TWIST1	Q15672	7291				1.0
MAPK11	Q15759	5600				1.0
CD226	Q15762	10666				1.0
NEUROD2	Q15784	4761				1.0
SMAD2	Q15796	4087				1.0
SMAD1	Q15797	4086				1.0
STK11	Q15831	6794				1.0
VAMP3	Q15836	9341				1.0
NEDD8	Q15843	4738				1.0
ADIPOQ	Q15848	9370				1.0
ATP6AP1	Q15904	537				1.0
RAB11B	Q15907	9230				1.0
EZH2	Q15910	2146				1.0
NFE2L2	Q16236	4780				1.0
NTRK3	Q16288	4916				1.0
PSMD5	Q16401	5711				1.0
PKN2	Q16513	5586				1.0
BATF	Q16520	10538				1.0
CRY1	Q16526	1407				1.0
DDB1	Q16531	1642				1.0
MAPK14	Q16539	1432				1.0
CAMK4	Q16566	814				1.0
CARTPT	Q16568	9607				1.0
TAF9	Q16594	6880				1.0
FXN	Q16595	2395				1.0
BAK1	Q16611	578				1.0
NTRK2	Q16620	4915				1.0
STX1A	Q16623	6804				1.0
CCL14	Q16627	6358				1.0
TAZ	Q16635	6901				1.0
MAPKAPK3	Q16644	7867				1.0
PTGIS	Q16647	5740				1.0
PDK4	Q16654	5166				1.0
FSCN1	Q16658	6624				1.0
CCL15	Q16663	6359				1.0
HIF1A	Q16665	3091				1.0
IFI16	Q16666	3428				1.0
CYP1B1	Q16678	1545				1.0
DGKD	Q16760	8527				1.0
UBE2S	Q16763	27338				1.0
PTPRO	Q16827	5800				1.0
DUSP6	Q16828	1848				1.0
DDR2	Q16832	4921				1.0
MICA	Q29983	100507436				1.0
TRIM71	Q2Q1W2	131405				1.0
HFE	Q30201	3077				1.0
MYLK3	Q32MK0	91807				1.0
CCDC88A	Q3V6T2	55704				1.0
CRY2	Q49AN0	1408				1.0
CCDC40	Q4G0X9	55036				1.0
ANO6	Q4KMQ2	196527				1.0
PDCD4	Q53EL6	27250				1.0
PARP10	Q53GL7	84875				1.0
SETMAR	Q53H47	6419				1.0
ZC3H12A	Q5D1E8	80149				1.0
CRB2	Q5IJ48	286204				1.0
MIA3	Q5JRA6	375056				1.0
PCID2	Q5JVF3	55795				1.0
COLEC12	Q5KU26	81035				1.0
ACER2	Q5QJU3	340485				1.0
EXOSC6	Q5RKV6	118460				1.0
LRRK2	Q5S007	120892				1.0
NUP188	Q5SRE5	23511				1.0
LDLRAP1	Q5SW96	26119				1.0
SFRP5	Q5T4F7	6425				1.0
HES5	Q5TA89	388585				1.0
RC3H1	Q5TC82	149041				1.0
AK9	Q5TCS8	221264				1.0
RIF1	Q5UIP0	55183				1.0
RNF20	Q5VTR2	56254				1.0
IL23R	Q5VWK5	149233				1.0
DAB2IP	Q5VWQ8	153090				1.0
CARMIL1	Q5VZK9	55604				1.0
CARMIL2	Q6F5E8	146206				1.0
SFRP4	Q6FHJ7	6424				1.0
OTUD7B	Q6GQQ9	56957				1.0
LAMTOR1	Q6IAA8	55004				1.0
TWF2	Q6IBS0	11344				1.0
GRHL2	Q6ISB3	79977				1.0
NIPBL	Q6KC79	25836				1.0
GDF6	Q6KF10	392255				1.0
CDC73	Q6P1J9	79577				1.0
SLC27A1	Q6PCB7	376497				1.0
CTR9	Q6PD62	9646				1.0
APOA5	Q6Q788	116519				1.0
RICTOR	Q6R327	253260				1.0
USP17L2	Q6R6M4	377630				1.0
LRSAM1	Q6UWE0	90678				1.0
BCOR	Q6W2J9	54880				1.0
SLC30A10	Q6XR72	55532				1.0
ATG14	Q6ZNE5	22863				1.0
TIFAB	Q6ZNK6	497189				1.0
STOX1	Q6ZVD7	219736				1.0
PAXIP1	Q6ZW49	22976				1.0
GTF2H5	Q6ZYL4	404672				1.0
SUPT6H	Q7KZ85	6830				1.0
MARK2	Q7KZI7	2011				1.0
RRAGA	Q7L523	10670				1.0
CHMP1B	Q7LBR1	57132				1.0
NLRC3	Q7RTR2	197358				1.0
SCX	Q7RTU7	642658				1.0
PID1	Q7Z2X4	55022				1.0
SETX	Q7Z333	23064				1.0
NUP54	Q7Z3B4	53371				1.0
MAVS	Q7Z434	57506				1.0
CLASP1	Q7Z460	23332				1.0
NPHP3	Q7Z494	27031				1.0
MEGF8	Q7Z7M0	1954				1.0
SYVN1	Q86TM6	84447				1.0
PABPN1	Q86U42	8106				1.0
METTL3	Q86U44	56339				1.0
LDB1	Q86U70	8861				1.0
MAGI2	Q86UL8	9863				1.0
RIMS1	Q86UR5	22999				1.0
ALYREF	Q86V81	10189				1.0
HOOK3	Q86VS8	84376				1.0
NLRC5	Q86WI3	84166				1.0
CHD1L	Q86WJ1	9557				1.0
IFNE	Q86WN2	338376				1.0
TMEM173	Q86WV6	340061				1.0
TICAM2	Q86XR7	353376				1.0
RFX6	Q8HWS3	222546				1.0
IFNL1	Q8IU54	282618				1.0
TMPRSS6	Q8IU80	164656				1.0
CAMK1D	Q8IU85	57118				1.0
TICAM1	Q8IUC6	148022				1.0
NPAS4	Q8IUM7	266743				1.0
SIAH1	Q8IUQ4	6477				1.0
APOBEC3F	Q8IUX4	200316				1.0
GPIHBP1	Q8IV16	338328				1.0
MAPKAPK5	Q8IW41	8550				1.0
GCC2	Q8IWJ2	9648				1.0
BRSK2	Q8IWQ3	9024				1.0
SCN4B	Q8IWT1	6330				1.0
SLC30A8	Q8IWU4	169026				1.0
SULF2	Q8IWU5	55959				1.0
SULF1	Q8IWU6	23213				1.0
CNTN4	Q8IWV2	152330				1.0
BBS7	Q8IWZ6	55212				1.0
ZFPM1	Q8IX07	161882				1.0
SIRT2	Q8IXJ6	22933				1.0
SLX4	Q8IY92	84464				1.0
SUPV3L1	Q8IYB8	6832				1.0
GPR65	Q8IYL9	8477				1.0
TRIM22	Q8IYM9	10346				1.0
RNF168	Q8IYW5	165918				1.0
MYOCD	Q8IZQ8	93649				1.0
ABCA7	Q8IZY2	10347				1.0
GCNT2	Q8N0V5	2651				1.0
NLGN4X	Q8N0W4	57502				1.0
RPTOR	Q8N122	57521				1.0
AHI1	Q8N157	54806				1.0
CCAR2	Q8N163	57805				1.0
NUP93	Q8N1F7	9688				1.0
NLGN1	Q8N2Q7	22871				1.0
OSR2	Q8N2R0	116039				1.0
GPD1L	Q8N335	23171				1.0
SFRP1	Q8N474	6422				1.0
MINK1	Q8N4C8	50488				1.0
COMMD1	Q8N668	150684				1.0
PAF1	Q8N7H5	54623				1.0
DAND5	Q8N907	199699				1.0
ACOT4	Q8N9L9	122970				1.0
PCSK9	Q8NBP7	255738				1.0
CPEB3	Q8NE35	22849				1.0
BVES	Q8NE79	11149				1.0
DNAAF1	Q8NEP3	123872				1.0
TRPV1	Q8NER1	7442				1.0
FLCN	Q8NFG4	201163				1.0
NUP43	Q8NFH3	348995				1.0
NUP37	Q8NFH4	79023				1.0
NUP35	Q8NFH5	129401				1.0
ADCY4	Q8NFM4	196883				1.0
FBXO18	Q8NFZ0	84893				1.0
NLGN2	Q8NFZ4	57555				1.0
TNIP2	Q8NFZ5	79155				1.0
OR5T1	Q8NG75	390155				1.0
OR56A1	Q8NGH5	120796				1.0
OR56A4	Q8NGH8	120793				1.0
OR13F1	Q8NGS4	138805				1.0
LILRB1	Q8NHL6	10859				1.0
KDM2B	Q8NHM5	84678				1.0
CCL4L1	Q8NHW4	388372				1.0
IL31RA	Q8NI17	133396				1.0
PSMA8	Q8TAA3	143471				1.0
OSR1	Q8TAX0	130497				1.0
NDNF	Q8TB73	79625				1.0
PNPT1	Q8TCS8	87178				1.0
ZNF675	Q8TD23	171392				1.0
TRPM4	Q8TD43	54795				1.0
BRSK1	Q8TDC3	84446				1.0
DLG5	Q8TDM6	9231				1.0
HAVCR2	Q8TDQ0	84868				1.0
TRAF3IP1	Q8TDR0	26146				1.0
CSGALNACT1	Q8TDX6	55790				1.0
RB1CC1	Q8TDY2	9821				1.0
RHBDD1	Q8TEB9	84236				1.0
NUP210	Q8TEM1	23225				1.0
PARD3	Q8TEW0	56288				1.0
USP33	Q8TEY7	23032				1.0
FNIP1	Q8TF40	96459				1.0
DCANP1	Q8TF63	140947				1.0
SCARB1	Q8WTV0	949				1.0
RNF139	Q8WU17	11236				1.0
NUP133	Q8WUM0	55746				1.0
PDCD6IP	Q8WUM4	10015				1.0
CACTIN	Q8WUQ7	58509				1.0
CHMP7	Q8WUX9	91782				1.0
SNX33	Q8WV41	257364				1.0
LEO1	Q8WVC0	123169				1.0
PHIP	Q8WWQ0	55023				1.0
RSAD2	Q8WXG1	91543				1.0
MADD	Q8WXG6	8567				1.0
PIBF1	Q8WXW3	10464				1.0
TTN	Q8WZ42	7273				1.0
RFFL	Q8WZ73	117584				1.0
DDB2	Q92466	1643				1.0
TFAP2B	Q92481	7021				1.0
AQP3	Q92482	360				1.0
PSMF1	Q92530	9491				1.0
GBF1	Q92538	8729				1.0
NCSTN	Q92542	23385				1.0
CCL17	Q92583	6361				1.0
MYO18A	Q92614	399687				1.0
NUP205	Q92621	23165				1.0
LPAR1	Q92633	1902				1.0
SORL1	Q92673	6653				1.0
NECTIN2	Q92692	5819				1.0
RYR2	Q92736	6262				1.0
USP6NL	Q92738	9712				1.0
RORB	Q92753	6096				1.0
GTF2H4	Q92759	2968				1.0
RREB1	Q92766	6239				1.0
HDAC2	Q92769	3066				1.0
PROX1	Q92786	5629				1.0
CREBBP	Q92793	1387				1.0
HAS2	Q92819	3037				1.0
NRCAM	Q92823	4897				1.0
PCSK5	Q92824	5125				1.0
KAT2A	Q92830	2648				1.0
KAT2B	Q92831	8850				1.0
DDX17	Q92841	10521				1.0
GHSR	Q92847	2693				1.0
SEMA4D	Q92854	10507				1.0
KLK6	Q92876	5653				1.0
RAD50	Q92878	10111				1.0
NEUROG1	Q92886	4762				1.0
ERCC4	Q92889	2072				1.0
UPF1	Q92900	5976				1.0
COPS5	Q92905	10987				1.0
GATA6	Q92908	2627				1.0
FGF13	Q92913	2258				1.0
BAD	Q92934	572				1.0
FOXJ1	Q92949	2302				1.0
TNFRSF14	Q92956	8764				1.0
ARHGEF2	Q92974	9181				1.0
IRF7	Q92985	3665				1.0
KAT5	Q92993	10524				1.0
USP13	Q92995	8975				1.0
DVL3	Q92997	1857				1.0
USP7	Q93009	7874				1.0
TNFRSF25	Q93038	8718				1.0
WNT2B	Q93097	7482				1.0
WNT8B	Q93098	7479				1.0
FBXW7	Q969H0	55294				1.0
MUL1	Q969V5	79594				1.0
ADIPOR1	Q96A54	51094				1.0
ACD	Q96AP0	65057				1.0
E2F7	Q96AV8	144455				1.0
APH1A	Q96BI3	51107				1.0
PINX1	Q96BK5	54984				1.0
SGK3	Q96BR1	23678				1.0
TESC	Q96BS2	54997				1.0
TBC1D20	Q96BZ9	128637				1.0
CHMP4C	Q96CF2	92421				1.0
OPTN	Q96CV9	10133				1.0
AP2M1	Q96CW1	1173				1.0
NUDT16	Q96DE0	131870				1.0
CLIP3	Q96DZ5	25999				1.0
SIRT1	Q96EB6	23411				1.0
SEH1L	Q96EE3	81929				1.0
DTNBP1	Q96EV8	84062				1.0
MVB12A	Q96EY5	93343				1.0
DDX11	Q96FC9	1663				1.0
THOC1	Q96FV9	9984				1.0
CHMP6	Q96FZ7	79643				1.0
BICD1	Q96G01	636				1.0
AURKB	Q96GD4	9212				1.0
SNF8	Q96H20	11267				1.0
POM121	Q96HA1	9883				1.0
SFRP2	Q96HF1	6423				1.0
NAF1	Q96HR8	92345				1.0
DDRGK1	Q96HY6	65992				1.0
ITCH	Q96J02	83737				1.0
CDK5RAP3	Q96JB5	80279				1.0
USP47	Q96K76	55031				1.0
RILP	Q96NA2	83547				1.0
NLRP3	Q96P20	114548				1.0
DGAT2	Q96PD7	84649				1.0
RBM14	Q96PK6	10432				1.0
ZNF385A	Q96PM9	25946				1.0
NEDD4L	Q96PU5	23327				1.0
KIF20B	Q96Q89	9585				1.0
DLC1	Q96QB1	10395				1.0
VPS35	Q96QK1	55737				1.0
NR1H4	Q96RI1	9971				1.0
BBS4	Q96RK4	585				1.0
CAMKK2	Q96RR4	10645				1.0
ERBIN	Q96RT1	55914				1.0
TRIB3	Q96RU7	57761				1.0
TRIB1	Q96RU8	10221				1.0
NODAL	Q96S42	4838				1.0
MYADM	Q96S97	91663				1.0
PPP1R9B	Q96SB3	84687				1.0
SRPK1	Q96SB4	6732				1.0
CDK5RAP2	Q96SN8	55755				1.0
SIN3A	Q96ST3	25942				1.0
PNKP	Q96T60	11284				1.0
MMS19	Q96T76	64210				1.0
UHRF1	Q96T88	29128				1.0
FAM129B	Q96TA1	64855				1.0
HBEGF	Q99075	1839				1.0
AMELX	Q99217	265				1.0
PSMB7	Q99436	5695				1.0
PHOX2B	Q99453	8929				1.0
PSMD1	Q99460	5707				1.0
NOTCH4	Q99466	4855				1.0
PARK7	Q99497	11315				1.0
SORT1	Q99523	6272				1.0
GPER1	Q99527	2852				1.0
LGMN	Q99538	5641				1.0
NUP88	Q99567	4927				1.0
PIK3R4	Q99570	30849				1.0
P2RX4	Q99571	5025				1.0
P2RX7	Q99572	5027				1.0
RIT2	Q99578	6014				1.0
TBX5	Q99593	6910				1.0
CCL13	Q99616	6357				1.0
PHB2	Q99623	11331				1.0
CHP1	Q99653	11261				1.0
KIF2C	Q99661	11004				1.0
MAP3K5	Q99683	4217				1.0
GFI1	Q99684	2672				1.0
PITX2	Q99697	5308				1.0
RBBP8	Q99708	5932				1.0
BARD1	Q99728	580				1.0
CCL19	Q99731	6363				1.0
CDC6	Q99741	990				1.0
PIP5K1A	Q99755	8394				1.0
NKX3-1	Q99801	4824				1.0
EPAS1	Q99814	2034				1.0
TSG101	Q99816	7251				1.0
CIB1	Q99828	10519				1.0
CPNE1	Q99829	8904				1.0
SMO	Q99835	6608				1.0
MYD88	Q99836	4615				1.0
FOXB1	Q99853	27023				1.0
PRMT1	Q99873	3276				1.0
FOXC2	Q99958	2303				1.0
PKP2	Q99959	5318				1.0
CITED1	Q99966	4435				1.0
CITED2	Q99967	10370				1.0
RARRES2	Q99969	5919				1.0
MYOC	Q99972	4653				1.0
AKAP9	Q99996	10142				1.0
HINFP	Q9BQA5	25988				1.0
SELENOS	Q9BQE4	55829				1.0
MYBBP1A	Q9BQG0	10514				1.0
CORO1B	Q9BR76	57175				1.0
MESP1	Q9BRJ9	55897				1.0
SLC25A33	Q9BSK2	84275				1.0
FUZ	Q9BT04	80199				1.0
INPP5K	Q9BT40	51763				1.0
SYT11	Q9BT88	23208				1.0
NDC1	Q9BTX1	55706				1.0
PDCD10	Q9BUL8	11235				1.0
DERL1	Q9BUN8	79139				1.0
VAMP8	Q9BV40	8673				1.0
RNF126	Q9BV68	55658				1.0
EDEM2	Q9BV94	55741				1.0
NUP58	Q9BVL2	9818				1.0
NUP85	Q9BW27	79902				1.0
RBM4	Q9BWF3	5936				1.0
SORBS1	Q9BX66	10580				1.0
STRA6	Q9BX79	64220				1.0
BBS2	Q9BXC9	583				1.0
C1QTNF3	Q9BXJ4	114899				1.0
PINK1	Q9BXM7	65018				1.0
SLC26A6	Q9BXS9	65010				1.0
CHMP4A	Q9BY43	29082				1.0
SHANK3	Q9BYB0	85358				1.0
ACE2	Q9BYF1	59272				1.0
ALOXE3	Q9BYJ1	59344				1.0
WNK3	Q9BYP7	65267				1.0
IFIH1	Q9BYX4	64135				1.0
PRKD2	Q9BZL6	25865				1.0
RTN4R	Q9BZR6	65078				1.0
FOXP3	Q9BZS1	50943				1.0
TRIM6	Q9C030	117854				1.0
TRIM5	Q9C035	85363				1.0
NMUR2	Q9GZQ4	56923				1.0
WDR61	Q9GZS3	80349				1.0
WNT10A	Q9GZT5	80326				1.0
WWTR1	Q9GZV5	25937				1.0
FGF23	Q9GZV9	8074				1.0
MFF	Q9GZY8	56947				1.0
LACRT	Q9GZZ8	90070				1.0
TOLLIP	Q9H0E2	54472				1.0
RACGAP1	Q9H0H5	29127				1.0
RAB17	Q9H0T7	64284				1.0
ING2	Q9H160	3622				1.0
NUCKS1	Q9H1E3	64710				1.0
WNT8A	Q9H1J5	7478				1.0
MYLK2	Q9H1R3	85366				1.0
ATG5	Q9H1Y0	9474				1.0
CDT1	Q9H211	81620				1.0
SPTBN4	Q9H254	57731				1.0
VPS11	Q9H270	55823				1.0
DCSTAMP	Q9H295	81501				1.0
TNKS2	Q9H2K2	80351				1.0
CLEC4M	Q9H2X3	10332				1.0
HIPK2	Q9H2X6	28996				1.0
FOXP1	Q9H334	27086				1.0
TP63	Q9H3D4	8626				1.0
CHMP4B	Q9H444	128866				1.0
GOLPH3	Q9H4A6	64083				1.0
PLK3	Q9H4B4	1263				1.0
SMARCAD1	Q9H4L7	56916				1.0
EHD1	Q9H4M9	10938				1.0
RNF41	Q9H4P4	10193				1.0
RGCC	Q9H4X1	28984				1.0
SOX17	Q9H6I2	64321				1.0
SLA2	Q9H6Q3	84174				1.0
BCAS3	Q9H6U6	54828				1.0
ZNF703	Q9H7S9	80139				1.0
ECT2	Q9H8V3	1894				1.0
AGO3	Q9H9G7	192669				1.0
LIN28A	Q9H9Z2	79727				1.0
SMURF2	Q9HAU4	64750				1.0
NMUR1	Q9HB89	10316				1.0
RRAGC	Q9HB90	64121				1.0
TRPV4	Q9HBA0	59341				1.0
IL21	Q9HBE4	59067				1.0
ATP6V0A4	Q9HBG4	50617				1.0
IFT122	Q9HBG6	55764				1.0
TAF9B	Q9HBM6	51616				1.0
APOBEC3G	Q9HC16	60489				1.0
PROK2	Q9HC23	60675				1.0
NOD2	Q9HC29	64127				1.0
NEK6	Q9HC98	10783				1.0
SMURF1	Q9HCE7	57154				1.0
ROBO2	Q9HCK4	6092				1.0
AGO4	Q9HCK5	192670				1.0
CHD8	Q9HCK8	57680				1.0
CYP4F12	Q9HCS2	66002				1.0
POLD4	Q9HCU8	57804				1.0
ZNF304	Q9HCX3	57343				1.0
CHMP1A	Q9HD42	5119				1.0
RANGRF	Q9HD47	29098				1.0
CD209	Q9NNX6	30835				1.0
BPIFA1	Q9NP55	51297				1.0
MLXIPL	Q9NP71	51085				1.0
PNPLA8	Q9NP80	50640				1.0
FGF20	Q9NP95	26281				1.0
SIX2	Q9NPC8	10736				1.0
EXOSC4	Q9NPD3	54512				1.0
UBE2T	Q9NPD8	29089				1.0
IL23A	Q9NPF7	51561				1.0
NOX4	Q9NPH5	50507				1.0
MKKS	Q9NPJ1	8195				1.0
NLRC4	Q9NPP4	58484				1.0
ATP13A2	Q9NQ11	23400				1.0
PLCB1	Q9NQ66	23236				1.0
HEYL	Q9NQ87	26508				1.0
TIGAR	Q9NQ88	57103				1.0
TCF7L2	Q9NQB0	6934				1.0
RTN4	Q9NQC3	57142				1.0
CYLD	Q9NQC7	1540				1.0
EXOSC5	Q9NQT4	56915				1.0
EXOSC3	Q9NQT5	51010				1.0
GDF3	Q9NR23	9573				1.0
DLL4	Q9NR61	54567				1.0
CYP26B1	Q9NR63	56603				1.0
TLR9	Q9NR96	54106				1.0
TLR8	Q9NR97	51311				1.0
PDGFC	Q9NRA1	56034				1.0
PICK1	Q9NRD5	9463				1.0
AAAS	Q9NRG9	8086				1.0
LATS2	Q9NRM7	26524				1.0
ARHGAP35	Q9NRY4	2909				1.0
GLRX2	Q9NS18	51022				1.0
TOPORS	Q9NS56	10210				1.0
KCNIP2	Q9NS61	30819				1.0
RAD18	Q9NS91	56852				1.0
SALL1	Q9NSC2	6299				1.0
POT1	Q9NUX5	25913				1.0
PIH1D1	Q9NWS0	55011				1.0
DDIT4	Q9NX09	54541				1.0
SIRT5	Q9NXA8	23408				1.0
BABAM2	Q9NXR7	9577				1.0
SCN3B	Q9NY72	55800				1.0
SPHK1	Q9NYA1	8877				1.0
TERF2IP	Q9NYB0	54386				1.0
DACT1	Q9NYF0	51339				1.0
TAB2	Q9NYJ8	23118				1.0
TLR7	Q9NYK1	51284				1.0
MAP3K20	Q9NYL2	51776				1.0
PLK2	Q9NYY3	10769				1.0
ERAP1	Q9NZ08	51752				1.0
PSENEN	Q9NZ42	55851				1.0
FMN2	Q9NZ56	56776				1.0
RTEL1	Q9NZ71	51750				1.0
NLGN3	Q9NZ94	54413				1.0
TREM2	Q9NZC2	54209				1.0
DTL	Q9NZJ0	51514				1.0
EIF2AK3	Q9NZJ5	9451				1.0
NUDT4	Q9NZJ9	11163				1.0
EHD3	Q9NZN3	30845				1.0
CD274	Q9NZQ7	29126				1.0
FLRT3	Q9NZU0	23767				1.0
CHMP5	Q9NZZ3	51510				1.0
NDUFA13	Q9P0J0	51079				1.0
VAPA	Q9P0L0	9218				1.0
IFNK	Q9P0W0	56832				1.0
PIM2	Q9P1W9	11040				1.0
PLCE1	Q9P212	51196				1.0
RCC2	Q9P258	55920				1.0
STK26	Q9P289	51765				1.0
CHD7	Q9P2D1	55636				1.0
LARS	Q9P2J5	51520				1.0
EIF2AK4	Q9P2K8	440275				1.0
IMPACT	Q9P2X3	55364				1.0
UVRAG	Q9P2Y5	7405				1.0
XCL2	Q9UBD3	6846				1.0
CLCF1	Q9UBD9	23529				1.0
NLK	Q9UBE8	51701				1.0
PPARGC1A	Q9UBK2	10891				1.0
MTRR	Q9UBK8	4552				1.0
TNFRSF10D	Q9UBN6	8793				1.0
HDAC6	Q9UBN7	10013				1.0
SPAST	Q9UBP0	6683				1.0
HEY2	Q9UBP5	23493				1.0
RNF14	Q9UBS8	9604				1.0
GHRL	Q9UBU3	51738				1.0
WNT16	Q9UBV4	51384				1.0
SLC25A10	Q9UBX3	1468				1.0
MALT1	Q9UDY8	10892				1.0
DAXX	Q9UER7	1616				1.0
VTI1B	Q9UEU0	10490				1.0
STK39	Q9UEW8	27347				1.0
CCDC39	Q9UFE4	339829				1.0
PRKAG2	Q9UGJ0	51422				1.0
CD300A	Q9UGN4	11314				1.0
LIMD1	Q9UGP4	8994				1.0
CNTNAP2	Q9UHC6	26047				1.0
TBK1	Q9UHD2	29110				1.0
MAD2L2	Q9UI95	10459				1.0
ATPIF1	Q9UII2	93974				1.0
