ENSP00000373884	RYR3	DOID:635	Acquired immunodeficiency syndrome	DistiLD	p-value = 3e-08	2
ENSP00000373918	GARS	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000373937	PRTG	DOID:305	Carcinoma	COSMIC	39 samples	1
ENSP00000373937	PRTG	DOID:3571	Liver cancer	COSMIC	13 samples	0
ENSP00000373948	C7orf63	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000373948	C7orf63	DOID:305	Carcinoma	COSMIC	32 samples	1
ENSP00000373952	FANCA	DOID:12306	Vitiligo	DistiLD	p-value = 2e-13	2
ENSP00000373952	FANCA	DOID:1909	Melanoma	DistiLD	p-value = 1e-06	1
ENSP00000373952	FANCA	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000373952	FANCA	DOID:303	substance-related disorder	DistiLD	p-value = 6e-06	0
ENSP00000373952	FANCA	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000373979	TRAPPC9	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000373979	TRAPPC9	DOID:305	Carcinoma	COSMIC	32 samples	1
ENSP00000373998	CCDC64B	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000374013	PRB2	DOID:1793	Pancreatic cancer	DistiLD	p-value = 1e-06	1
ENSP00000374013	PRB2	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000374014	TM6SF2	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000374036	RPH3A	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000374036	RPH3A	DOID:305	Carcinoma	COSMIC	36 samples	1
ENSP00000374036	RPH3A	DOID:7	Disease of anatomical entity	DistiLD	p-value = 3e-06	1
ENSP00000374037	VPS9D1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000374049	VWA3A	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000374069	PTPRN2	DOID:1242	Globe disease	DistiLD	p-value = 4e-11	2
ENSP00000374069	PTPRN2	DOID:1561	Cognitive disorder	DistiLD	p-value = 8e-06	0
ENSP00000374069	PTPRN2	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000374071	ADAMTS20	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 1e-06	1
ENSP00000374071	ADAMTS20	DOID:1612	Breast cancer	COSMIC	13 samples	0
ENSP00000374071	ADAMTS20	DOID:1793	Pancreatic cancer	COSMIC	10 samples	0
ENSP00000374071	ADAMTS20	DOID:1909	Melanoma	COSMIC	32 samples	1
ENSP00000374071	ADAMTS20	DOID:263	Kidney cancer	COSMIC	25 samples	0
ENSP00000374071	ADAMTS20	DOID:2723	Dermatitis	DistiLD	p-value = 1e-06	1
ENSP00000374071	ADAMTS20	DOID:305	Carcinoma	COSMIC	83 samples	1
ENSP00000374071	ADAMTS20	DOID:3571	Liver cancer	COSMIC	15 samples	0
ENSP00000374071	ADAMTS20	DOID:4159	Skin cancer	COSMIC	29 samples	0
ENSP00000374071	ADAMTS20	DOID:594	Panic disorder	DistiLD	p-value = 4e-06	1
ENSP00000374071	ADAMTS20	DOID:6000	Congestive heart failure	DistiLD	p-value = 1e-06	1
ENSP00000374071	ADAMTS20	DOID:8778	Crohn's disease	DistiLD	p-value = 9e-06	0
ENSP00000374135	LRP1B	DOID:0060083	Immune system cancer	COSMIC	33 samples	1
ENSP00000374135	LRP1B	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 1e-10	2
ENSP00000374135	LRP1B	DOID:10747	Lymphoid leukemia	COSMIC	32 samples	1
ENSP00000374135	LRP1B	DOID:1324	Lung cancer	COSMIC	51 samples	1
ENSP00000374135	LRP1B	DOID:1380	Endometrial cancer	COSMIC	22 samples	0
ENSP00000374135	LRP1B	DOID:1492	Eye and adnexa disease	DistiLD	p-value = 3e-07	2
ENSP00000374135	LRP1B	DOID:1612	Breast cancer	COSMIC	15 samples	0
ENSP00000374135	LRP1B	DOID:1793	Pancreatic cancer	COSMIC	24 samples	0
ENSP00000374135	LRP1B	DOID:1909	Melanoma	COSMIC	43 samples	1
ENSP00000374135	LRP1B	DOID:2394	Ovarian cancer	COSMIC	13 samples	0
ENSP00000374135	LRP1B	DOID:263	Kidney cancer	COSMIC	60 samples	1
ENSP00000374135	LRP1B	DOID:305	Carcinoma	COSMIC	259 samples	1
ENSP00000374135	LRP1B	DOID:3571	Liver cancer	COSMIC	42 samples	1
ENSP00000374135	LRP1B	DOID:4159	Skin cancer	COSMIC	37 samples	1
ENSP00000374135	LRP1B	DOID:5672	Large intestine cancer	COSMIC	27 samples	0
ENSP00000374135	LRP1B	DOID:9917	DOID:9917	COSMIC	10 samples	0
ENSP00000374135	LRP1B	ENSP00000256078	ENSP00000256078	COSMIC	12 samples	0
ENSP00000374145	CHRNG	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000374145	CHRNG	DOID:9835	Refractive error	DistiLD	p-value = 5e-11	2
ENSP00000374152	SMYD5	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000374183	CAMSAP1	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000374183	CAMSAP1	DOID:305	Carcinoma	COSMIC	40 samples	1
ENSP00000374185	ZNF841	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000374212	EP400	DOID:1380	Endometrial cancer	COSMIC	14 samples	0
ENSP00000374212	EP400	DOID:1612	Breast cancer	COSMIC	12 samples	0
ENSP00000374212	EP400	DOID:263	Kidney cancer	COSMIC	38 samples	1
ENSP00000374212	EP400	DOID:305	Carcinoma	COSMIC	81 samples	1
ENSP00000374218	ESYT3	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000374218	ESYT3	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000374219	ALKBH8	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000374234	TMEM72	DOID:14330	Parkinson's disease	DistiLD	p-value = 2e-06	1
ENSP00000374234	TMEM72	DOID:1561	Cognitive disorder	DistiLD	p-value = 3e-06	1
ENSP00000374234	TMEM72	DOID:9675	Pulmonary emphysema	DistiLD	p-value = 6e-06	0
ENSP00000374268	GXYLT2	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000374274	SSC5D	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000374292	CCDC57	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000374309	LAMA1	DOID:114	Heart disease	DistiLD	p-value = 2e-08	2
ENSP00000374309	LAMA1	DOID:1324	Lung cancer	DistiLD	p-value = 7e-06	0
ENSP00000374309	LAMA1	DOID:1612	Breast cancer	COSMIC	18 samples	0
ENSP00000374309	LAMA1	DOID:1793	Pancreatic cancer	COSMIC	11 samples	0
ENSP00000374309	LAMA1	DOID:1909	Melanoma	COSMIC	18 samples	0
ENSP00000374309	LAMA1	DOID:2627	DOID:2627	COSMIC	10 samples	0
ENSP00000374309	LAMA1	DOID:263	Kidney cancer	COSMIC	31 samples	0
ENSP00000374309	LAMA1	DOID:305	Carcinoma	COSMIC	107 samples	1
ENSP00000374309	LAMA1	DOID:3571	Liver cancer	COSMIC	27 samples	0
ENSP00000374309	LAMA1	DOID:4159	Skin cancer	COSMIC	18 samples	0
ENSP00000374309	LAMA1	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 8e-09	2
ENSP00000374323	EPHA6	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000374323	EPHA6	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000374328	FAXC	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000374332	TSN	DOID:150	Disease of mental health	DistiLD	p-value = 4e-06	1
ENSP00000374357	ARNTL	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000374357	ARNTL	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000374357	ARNTL	DOID:5419	Schizophrenia	DistiLD	p-value = 5e-06	0
ENSP00000374359	ZXDC	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000374372	SPTB	DOID:1612	Breast cancer	COSMIC	11 samples	0
ENSP00000374372	SPTB	DOID:1909	Melanoma	COSMIC	10 samples	0
ENSP00000374372	SPTB	DOID:263	Kidney cancer	COSMIC	19 samples	0
ENSP00000374372	SPTB	DOID:305	Carcinoma	COSMIC	65 samples	1
ENSP00000374372	SPTB	DOID:4159	Skin cancer	COSMIC	12 samples	0
ENSP00000374390	GPR149	DOID:2377	Multiple sclerosis	DistiLD	p-value = 5e-16	2
ENSP00000374390	GPR149	DOID:305	Carcinoma	COSMIC	35 samples	1
ENSP00000374409	PKP4	DOID:1324	Lung cancer	COSMIC	13 samples	0
ENSP00000374409	PKP4	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000374409	PKP4	DOID:305	Carcinoma	COSMIC	48 samples	1
ENSP00000374409	PKP4	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000374423	ARHGAP8	DOID:0050567	Orofacial cleft	DistiLD	p-value = 2e-06	1
ENSP00000374423	ARHGAP8	DOID:303	substance-related disorder	DistiLD	p-value = 3e-06	1
ENSP00000374423	ARHGAP8	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000374443	LYST	DOID:1612	Breast cancer	COSMIC	18 samples	0
ENSP00000374443	LYST	DOID:263	Kidney cancer	COSMIC	29 samples	0
ENSP00000374443	LYST	DOID:305	Carcinoma	COSMIC	76 samples	1
ENSP00000374443	LYST	DOID:3571	Liver cancer	COSMIC	13 samples	0
ENSP00000374443	LYST	DOID:9074	Systemic lupus erythematosus	DistiLD	p-value = 6e-06	0
ENSP00000374447	LRCH1	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000374467	ABCC8	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000374467	ABCC8	DOID:305	Carcinoma	COSMIC	33 samples	1
ENSP00000374482	MRGPRE	DOID:2377	Multiple sclerosis	DistiLD	p-value = 2e-06	1
ENSP00000374482	MRGPRE	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000374484	TMEM87A	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000374490	DNAH17	DOID:305	Carcinoma	COSMIC	33 samples	1
ENSP00000374490	DNAH17	DOID:3571	Liver cancer	COSMIC	13 samples	0
ENSP00000374501	UVSSA	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000374507	CCDC88C	DOID:1612	Breast cancer	DistiLD	p-value = 4e-10	2
ENSP00000374507	CCDC88C	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000374529	CCNK	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000374552	RNF216	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000374558	KIAA0226L	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000374566	KIF19	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000374574	DDX42	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000374592	ZC3H12D	DOID:65	Connective tissue disease	DistiLD	p-value = 3e-07	2
ENSP00000375063	NLRP5	DOID:1612	Breast cancer	COSMIC	20 samples	0
ENSP00000375063	NLRP5	DOID:2627	DOID:2627	COSMIC	12 samples	0
ENSP00000375063	NLRP5	DOID:263	Kidney cancer	COSMIC	20 samples	0
ENSP00000375063	NLRP5	DOID:305	Carcinoma	COSMIC	43 samples	1
ENSP00000375067	BCAS3	DOID:13189	Gout	DistiLD	p-value = 1e-08	2
ENSP00000375067	BCAS3	DOID:1612	Breast cancer	DistiLD	p-value = 8e-06	0
ENSP00000375067	BCAS3	DOID:1686	Glaucoma	DistiLD	p-value = 3e-08	2
ENSP00000375067	BCAS3	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000375067	BCAS3	DOID:557	Kidney disease	DistiLD	p-value = 1e-15	2
ENSP00000375067	BCAS3	DOID:8778	Crohn's disease	DistiLD	p-value = 5e-07	1
ENSP00000375069	COL23A1	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000375069	COL23A1	DOID:8689	Anorexia nervosa	DistiLD	p-value = 6e-06	0
ENSP00000375081	TSSK1B	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000375082	BORA	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000375086	CCL25	DOID:8577	Ulcerative colitis	DistiLD	p-value = 3e-09	2
ENSP00000375091	TAS2R19	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000375108	KRTAP19-1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000375151	KRTAP4-3	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000375220	CTAGE1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000375232	KRTAP4-11	DOID:1324	Lung cancer	COSMIC	11 samples	0
ENSP00000375232	KRTAP4-11	DOID:305	Carcinoma	COSMIC	41 samples	1
ENSP00000375234	KRTAP4-9	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000375236	KRTAP4-7	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000375259	DKFZP667F0711	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 2e-06	1
ENSP00000375259	DKFZP667F0711	DOID:9744	Type 1 diabetes mellitus	DistiLD	p-value = 4e-09	2
ENSP00000375267	FAM127B	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000375392	ENSP00000375392	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 4e-15	2
ENSP00000375392	ENSP00000375392	DOID:9744	Type 1 diabetes mellitus	DistiLD	p-value = 1e-16	2
ENSP00000375399	ENSP00000375399	DOID:9744	Type 1 diabetes mellitus	DistiLD	p-value = 9e-23	2
ENSP00000375557	POU5F1B	DOID:10283	Prostate cancer	DistiLD	p-value = 1e-10	2
ENSP00000375557	POU5F1B	DOID:1596	Mental depression	DistiLD	p-value = 3e-07	2
ENSP00000375557	POU5F1B	DOID:1612	Breast cancer	DistiLD	p-value = 1e-27	2
ENSP00000375557	POU5F1B	DOID:5614	Eye disease	DistiLD	p-value = 5e-06	0
ENSP00000375557	POU5F1B	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 5e-06	1
ENSP00000375582	ZNF552	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000375593	ZSCAN5A	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000375608	KIR3DL1	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000375622	LAIR1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000375629	LILRB2	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000375660	ZNF320	DOID:10652	Alzheimer's disease	DistiLD	p-value = 5e-06	0
ENSP00000375660	ZNF320	DOID:1324	Lung cancer	COSMIC	11 samples	0
ENSP00000375660	ZNF320	DOID:1324	Lung cancer	DistiLD	p-value = 5e-06	1
ENSP00000375660	ZNF320	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000375682	KLK8	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000375683	KLK7	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000375717	PTOV1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000375717	PTOV1	DOID:8577	Ulcerative colitis	DistiLD	p-value = 4e-12	2
ENSP00000375748	FUT2	DOID:0014667	Disease of metabolism	DistiLD	p-value = 2e-15	2
ENSP00000375748	FUT2	DOID:8778	Crohn's disease	DistiLD	p-value = 1e-15	2
ENSP00000375767	CARD8	DOID:8778	Crohn's disease	DistiLD	p-value = 5e-06	1
ENSP00000375777	STRN4	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000375809	ERCC2	DOID:305	Carcinoma	COSMIC	33 samples	1
ENSP00000375810	KLC3	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000375820	ZNF233	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000375822	ZNF222	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000375829	LAD1	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000375844	CAPN10	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000375844	CAPN10	DOID:3312	Bipolar disorder	DistiLD	p-value = 6e-06	0
ENSP00000375857	LRRFIP1	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000375857	LRRFIP1	DOID:9970	Obesity	DistiLD	p-value = 4e-06	1
ENSP00000375863	HNRNPUL1	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000375863	HNRNPUL1	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000375872	ATG16L1	DOID:0050589	Inflammatory bowel disease	DistiLD	p-value = 6e-08	2
ENSP00000375872	ATG16L1	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000375872	ATG16L1	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000375872	ATG16L1	DOID:8778	Crohn's disease	DistiLD	p-value = 1e-12	2
ENSP00000375881	ALPP	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000375881	ALPP	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 7e-06	0
ENSP00000375892	AKT2	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000375893	GPR55	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000375899	SP140	DOID:10747	Lymphoid leukemia	DistiLD	p-value = 2e-07	2
ENSP00000375899	SP140	DOID:2377	Multiple sclerosis	DistiLD	p-value = 2e-10	2
ENSP00000375899	SP140	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000375899	SP140	DOID:8778	Crohn's disease	DistiLD	p-value = 1e-16	2
ENSP00000375907	PID1	DOID:3083	Chronic obstructive pulmonary disease	DistiLD	p-value = 6e-08	2
ENSP00000375907	PID1	DOID:5419	Schizophrenia	DistiLD	p-value = 3e-06	1
ENSP00000375909	SPHKAP	DOID:1324	Lung cancer	COSMIC	13 samples	0
ENSP00000375909	SPHKAP	DOID:1909	Melanoma	COSMIC	20 samples	0
ENSP00000375909	SPHKAP	DOID:305	Carcinoma	COSMIC	56 samples	1
ENSP00000375909	SPHKAP	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000375909	SPHKAP	DOID:4159	Skin cancer	COSMIC	19 samples	0
ENSP00000375921	PAX3	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000375921	PAX3	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000375956	MLLT4	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000375956	MLLT4	DOID:305	Carcinoma	COSMIC	50 samples	1
ENSP00000375975	TMCO1	DOID:1686	Glaucoma	DistiLD	p-value = 2e-08	2
ENSP00000375975	TMCO1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000375977	XRCC5	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000375977	XRCC5	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000375986	MAP3K4	DOID:263	Kidney cancer	COSMIC	26 samples	0
ENSP00000375986	MAP3K4	DOID:305	Carcinoma	COSMIC	56 samples	1
ENSP00000376010	ZNF566	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000376048	MAG	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000376071	FAM117B	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000376110	ZNF493	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000376135	ZNF605	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000376135	ZNF605	DOID:5672	Large intestine cancer	COSMIC	16 samples	0
ENSP00000376148	ARMC6	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000376176	RAN	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000376176	RAN	DOID:594	Panic disorder	DistiLD	p-value = 7e-06	0
ENSP00000376177	CALCRL	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 7e-07	1
ENSP00000376177	CALCRL	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000376178	STX2	DOID:10652	Alzheimer's disease	DistiLD	p-value = 4e-06	1
ENSP00000376178	STX2	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000376204	ASH1L	DOID:263	Kidney cancer	COSMIC	29 samples	0
ENSP00000376204	ASH1L	DOID:305	Carcinoma	COSMIC	79 samples	1
ENSP00000376204	ASH1L	DOID:3571	Liver cancer	COSMIC	13 samples	0
ENSP00000376204	ASH1L	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000376213	KIAA1683	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000376215	UBE2E3	DOID:10273	Heart conduction disease	DistiLD	p-value = 6e-06	0
ENSP00000376215	UBE2E3	DOID:10608	Celiac disease	DistiLD	p-value = 5e-11	2
ENSP00000376215	UBE2E3	DOID:7147	Ankylosing spondylitis	DistiLD	p-value = 2e-06	1
ENSP00000376227	TMEM44	DOID:10273	Heart conduction disease	DistiLD	p-value = 7e-07	1
ENSP00000376246	MB21D2	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000376250	CCDC50	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000376258	RNF34	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000376268	SEC14L1	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000376268	SEC14L1	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000376293	OSBPL6	DOID:10273	Heart conduction disease	DistiLD	p-value = 3e-06	1
ENSP00000376293	OSBPL6	DOID:1612	Breast cancer	DistiLD	p-value = 6e-06	0
ENSP00000376293	OSBPL6	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000376293	OSBPL6	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000376304	TMEM121	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 3e-06	1
ENSP00000376306	CIT	DOID:263	Kidney cancer	COSMIC	18 samples	0
ENSP00000376306	CIT	DOID:305	Carcinoma	COSMIC	44 samples	1
ENSP00000376309	HNRNPA3	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000376309	HNRNPA3	DOID:409	Liver disease	DistiLD	p-value = 2e-06	1
ENSP00000376317	TAOK3	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000376317	TAOK3	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000376333	LLGL2	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000376349	NUDT14	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000376372	PLD4	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 2e-14	2
ENSP00000376384	GPR123	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000376384	GPR123	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 6e-06	0
ENSP00000376390	RAB37	DOID:1936	Atherosclerosis	DistiLD	p-value = 8e-11	2
ENSP00000376390	RAB37	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000376403	GPRC5C	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000376410	INF2	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000376417	ARMC2	DOID:10283	Prostate cancer	DistiLD	p-value = 8e-09	2
ENSP00000376417	ARMC2	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000376417	ARMC2	DOID:3083	Chronic obstructive pulmonary disease	DistiLD	p-value = 8e-09	2
ENSP00000376421	SDK2	DOID:594	Panic disorder	DistiLD	p-value = 2e-07	2
ENSP00000376432	KCNJ1	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000376436	ETS1	DOID:10608	Celiac disease	DistiLD	p-value = 5e-16	2
ENSP00000376436	ETS1	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000376436	ETS1	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 8e-07	1
ENSP00000376436	ETS1	DOID:9074	Systemic lupus erythematosus	DistiLD	p-value = 2e-11	2
ENSP00000376443	ABCA5	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000376443	ABCA5	DOID:305	Carcinoma	COSMIC	48 samples	1
ENSP00000376465	GALNT3	DOID:11476	Osteoporosis	DistiLD	p-value = 4e-30	2
ENSP00000376465	GALNT3	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000376472	STT3A	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000376472	STT3A	DOID:5419	Schizophrenia	DistiLD	p-value = 1e-06	1
ENSP00000376500	TRAF3	DOID:2377	Multiple sclerosis	DistiLD	p-value = 5e-06	1
ENSP00000376500	TRAF3	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000376500	TRAF3	DOID:5419	Schizophrenia	DistiLD	p-value = 5e-06	0
ENSP00000376504	VWA5A	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000376506	PDCD10	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000376522	CEP112	DOID:0060083	Immune system cancer	COSMIC	10 samples	0
ENSP00000376522	CEP112	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 3e-06	1
ENSP00000376522	CEP112	DOID:10747	Lymphoid leukemia	COSMIC	10 samples	0
ENSP00000376522	CEP112	DOID:1094	Attention deficit hyperactivity disorder	DistiLD	p-value = 1e-06	1
ENSP00000376522	CEP112	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000376534	BAZ2B	DOID:114	Heart disease	DistiLD	p-value = 2e-10	2
ENSP00000376534	BAZ2B	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000376534	BAZ2B	DOID:305	Carcinoma	COSMIC	52 samples	1
ENSP00000376534	BAZ2B	DOID:3571	Liver cancer	COSMIC	14 samples	0
ENSP00000376544	CD79B	DOID:0060083	Immune system cancer	COSMIC	13 samples	0
ENSP00000376544	CD79B	DOID:10747	Lymphoid leukemia	COSMIC	13 samples	0
ENSP00000376548	GALNTL5	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000376568	MLF1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000376570	GALNT13	DOID:114	Heart disease	DistiLD	p-value = 6e-06	0
ENSP00000376570	GALNT13	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000376570	GALNT13	DOID:305	Carcinoma	COSMIC	36 samples	1
ENSP00000376583	RIC8B	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000376609	GRK5	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000376609	GRK5	DOID:8778	Crohn's disease	DistiLD	p-value = 1e-06	1
ENSP00000376609	GRK5	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 7e-09	2
ENSP00000376611	TDG	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000376615	NT5DC3	DOID:1094	Attention deficit hyperactivity disorder	DistiLD	p-value = 5e-06	0
ENSP00000376615	NT5DC3	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000376652	EVL	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000376684	EPHB6	DOID:1909	Melanoma	COSMIC	12 samples	0
ENSP00000376684	EPHB6	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000376684	EPHB6	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000376684	EPHB6	DOID:4159	Skin cancer	COSMIC	12 samples	0
ENSP00000376705	ANO4	DOID:1909	Melanoma	COSMIC	12 samples	0
ENSP00000376705	ANO4	DOID:263	Kidney cancer	COSMIC	17 samples	0
ENSP00000376705	ANO4	DOID:305	Carcinoma	COSMIC	53 samples	1
ENSP00000376705	ANO4	DOID:3571	Liver cancer	COSMIC	14 samples	0
